inst#,actual,predicted,error,prediction
1,1:TRUE,1:TRUE,,1
2,1:TRUE,1:TRUE,,1
3,1:TRUE,1:TRUE,,1
4,1:TRUE,1:TRUE,,1
5,1:TRUE,1:TRUE,,1
6,1:TRUE,1:TRUE,,1
7,1:TRUE,1:TRUE,,1
8,1:TRUE,1:TRUE,,1
9,2:FALSE,1:TRUE,+,1
10,1:TRUE,1:TRUE,,1
11,1:TRUE,1:TRUE,,1
12,1:TRUE,1:TRUE,,1
13,1:TRUE,1:TRUE,,1
14,2:FALSE,2:FALSE,,1
15,1:TRUE,1:TRUE,,1
16,2:FALSE,2:FALSE,,1
17,1:TRUE,1:TRUE,,1
18,2:FALSE,2:FALSE,,1
19,1:TRUE,1:TRUE,,1
20,2:FALSE,2:FALSE,,1
21,1:TRUE,1:TRUE,,1
22,1:TRUE,1:TRUE,,1
23,1:TRUE,1:TRUE,,1
24,1:TRUE,1:TRUE,,1
25,2:FALSE,2:FALSE,,1
26,2:FALSE,2:FALSE,,1
27,2:FALSE,2:FALSE,,1
28,2:FALSE,2:FALSE,,1
29,2:FALSE,2:FALSE,,1
30,2:FALSE,2:FALSE,,1
31,1:TRUE,1:TRUE,,1
32,2:FALSE,2:FALSE,,1
33,1:TRUE,1:TRUE,,1
34,1:TRUE,1:TRUE,,1
35,1:TRUE,1:TRUE,,1
36,1:TRUE,1:TRUE,,1
37,1:TRUE,1:TRUE,,1
38,1:TRUE,1:TRUE,,1
39,1:TRUE,1:TRUE,,1
40,1:TRUE,1:TRUE,,1
41,2:FALSE,2:FALSE,,1
42,1:TRUE,1:TRUE,,1
43,1:TRUE,1:TRUE,,1
44,1:TRUE,1:TRUE,,1
45,2:FALSE,2:FALSE,,1
46,1:TRUE,1:TRUE,,1
47,1:TRUE,1:TRUE,,1
48,1:TRUE,1:TRUE,,1
49,2:FALSE,2:FALSE,,1
50,1:TRUE,1:TRUE,,1
51,1:TRUE,1:TRUE,,1
52,1:TRUE,1:TRUE,,1
53,1:TRUE,1:TRUE,,1
54,1:TRUE,1:TRUE,,1
55,1:TRUE,1:TRUE,,1
56,2:FALSE,2:FALSE,,1
57,1:TRUE,1:TRUE,,1
58,2:FALSE,1:TRUE,+,1
59,2:FALSE,2:FALSE,,1
60,2:FALSE,2:FALSE,,1
61,2:FALSE,2:FALSE,,1
